t,ax,ay,az,gx,gy,gz,mx,my,mz,w,nx,ny,nz,yaw,pitch,roll
58060462.0,-4.64,0.87,-9.13,-0.01,0.05,0.0,978.9,130.5,339.15,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060489.0,-4.55,0.92,-9.11,-0.01,0.01,0.01,976.8,131.7,340.2,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060515.0,-4.6,0.94,-9.01,0.01,0.01,0.01,976.8,130.95,340.2,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060541.0,-4.46,0.98,-9.08,0.01,0.02,-0.05,977.7,130.05,340.8,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060567.0,-4.65,0.93,-9.08,0.02,-0.01,0.06,978.45,130.35,340.35,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060593.0,-4.69,1.01,-9.0,0.0,-0.0,0.03,976.65,130.8,340.35,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060619.0,-4.53,0.96,-9.1,0.02,0.01,0.01,978.45,131.1,339.75,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060645.0,-4.55,0.96,-9.02,0.02,0.01,-0.02,979.5,131.1,340.8,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060670.0,-4.65,0.92,-9.1,0.02,-0.0,-0.08,977.55,132.45,340.2,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060697.0,-4.61,0.93,-9.01,-0.02,-0.01,-0.05,977.85,131.7,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060723.0,-4.57,0.91,-8.97,0.02,0.02,-0.03,978.75,131.85,340.05,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060749.0,-4.56,0.95,-9.07,-0.06,0.04,0.04,976.95,132.15,340.35,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060775.0,-4.51,1.02,-9.12,-0.01,0.0,0.02,977.1,130.95,339.15,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060801.0,-4.61,0.93,-9.18,0.01,-0.0,-0.05,978.0,131.1,339.75,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060827.0,-4.52,0.88,-9.0,0.04,0.07,-0.07,977.1,130.95,340.95,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060853.0,-4.51,0.84,-9.04,0.05,0.03,-0.03,978.6,131.25,339.9,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060878.0,-4.45,1.03,-9.02,-0.02,0.01,-0.05,976.65,130.8,340.05,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060905.0,-4.51,0.97,-9.13,0.02,0.03,-0.0,978.0,130.8,339.0,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060931.0,-4.66,0.85,-9.06,0.0,0.03,-0.0,977.4,131.85,340.8,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060957.0,-4.58,0.98,-8.97,0.01,-0.03,-0.1,978.0,130.8,340.05,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58060983.0,-4.48,0.97,-9.02,-0.01,-0.02,-0.03,977.7,132.15,339.3,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58061009.0,-4.59,0.95,-9.13,-0.04,0.04,-0.0,976.65,131.1,339.75,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58061035.0,-4.68,1.03,-9.13,-0.01,0.04,0.0,978.0,132.15,340.05,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58061061.0,-4.61,1.02,-9.02,-0.0,-0.05,-0.01,978.6,131.7,339.45,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58061086.0,-4.41,0.98,-9.23,0.01,0.05,-0.03,977.55,132.0,339.15,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58061113.0,-4.58,0.95,-9.07,0.0,0.03,-0.02,978.75,131.85,340.05,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
58061139.0,-4.53,0.94,-9.08,-0.01,0.01,-0.06,976.5,132.0,340.5,0.1,0.96,0.16,-0.21,0.2984989315861793,0.42159176694569067,3.0027536934280885
